nom,producteur,origine,volume,degre,type
Boulet de Canon n°8,Compagnie Des Indes,France,70.0,46.0,Vieux
Brazil 16 ans - Cask #BR10 - 1999 (Epris),Compagnie Des Indes,France,70.0,42.0,Vieux
Brazil 16 ans - Cask #BR49 - 1999 (Epris),Compagnie Des Indes,France,70.0,42.0,Vieux
Caraïbes - Cask #PV1 (Finish Pernand-Vergelesses),Compagnie Des Indes,France,70.0,46.0,Vieux
Caribbean 10 Ans - Cask CBW 54,Compagnie Des Indes,France,70.0,43.0,Vieux
Caribbean 10 Ans - Cask CBW 73,Compagnie Des Indes,France,70.0,43.0,Vieux
Cuba 15 Ans - Cask #C67 - 1998 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuba 16 Ans - Cask #CM5 - 1998 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuba 16 Ans - Cask #CM8 - 1998 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuba 16 Ans - Cask #CM34 - 1998 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuba 16 Ans - Cask #CM52 - 1998 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuba 16 Ans - Cask #CM61 - 1998 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuba 18 Ans - Cask #CSS11 - 1999 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuba 18 Ans - Cask #CSS12 - 1999 (Sancti Spiritus),Compagnie Des Indes,France,70.0,45.0,Vieux
Cuvee Esper,Compagnie Des Indes,France,70.0,59.0,Vieux
Darklice,Compagnie Des Indes,France,70.0,43.0,Vieux
Dom. Republic 8 Ans,Compagnie Des Indes,France,70.0,43.0,Vieux
Dom. Republic 8 Ans - Cask #DRA3 - 2010,Compagnie Des Indes,France,70.0,43.0,Vieux
Dom. Republic 8 Ans - Cask #DRA5 - 2010,Compagnie Des Indes,France,70.0,43.0,Vieux
Dom. Republic 8 Ans - Cask #DRA6 - 2010 - Cask Strength,Compagnie Des Indes,France,70.0,62.1,Vieux
Dom. Republic 8 Ans - Cask #DRA26 - 2010 - Cask Strength,Compagnie Des Indes,France,70.0,62.1,Vieux
Dom. Republic 13 Ans - 2003,Compagnie Des Indes,France,70.0,46.0,Vieux
Dom. Republic 13 Ans - Cask #RDM2 - 2003,Compagnie Des Indes,France,70.0,46.0,Vieux
Dom. Republic 15 Ans - Cask #RDM3 - 2000,Compagnie Des Indes,France,70.0,64.9,Vieux
Dominidad 15 Ans - Cask #SB1 - 2000,Compagnie Des Indes,France,70.0,43.0,Vieux
Dominidad 15 Ans - Cask #SB2 - 2000,Compagnie Des Indes,France,70.0,43.0,Vieux
Dominidad 15 Ans - Cask #SB3 - 2000,Compagnie Des Indes,France,70.0,43.0,Vieux
El Salvador 9 Ans -  Cask #A46 - 2007,Compagnie Des Indes,France,70.0,43.0,Vieux
El Salvador 9 Ans -  Cask #A64 - 2007,Compagnie Des Indes,France,70.0,43.0,Vieux
Fiji 10 Ans - Cask #SF12 - 2004 (South Pacific),Compagnie Des Indes,France,70.0,44.0,Vieux
Fiji 10 Ans - Cask #SF13 - 2004 (South Pacific),Compagnie Des Indes,France,70.0,44.0,Vieux
Fiji 10 Ans - Cask #SF24 - 2004 (South Pacific),Compagnie Des Indes,France,70.0,44.0,Vieux
Fiji 10 Ans - Cask #SF32 - 2004 (South Pacific),Compagnie Des Indes,France,70.0,44.0,Vieux
Fiji 11 Ans - Cask #SF15 - 2004 (South Pacific),Compagnie Des Indes,France,70.0,66.8,Vieux
Fiji 13 Ans - Cask #FSP7 - 2004 (South Pacific),Compagnie Des Indes,France,70.0,44.0,Vieux
Fiji 13 Ans - Cask #FSP32 - 2004 (South Pacific),Compagnie Des Indes,France,70.0,44.0,Vieux
Florida 13 Ans - Cask #FWSC1 - 2004,Compagnie Des Indes,France,70.0,45.0,Vieux
Florida 13 Ans - Cask #FWSC2 - 2004,Compagnie Des Indes,France,70.0,45.0,Vieux
Spiced,Admiral Vernons Old J,Angleterre,70.0,35.0,Spiced
Florida 14 Ans - Cask #FWH21,Compagnie Des Indes,France,70.0,44.0,Vieux
Florida 14 Ans - Cask #FWH22,Compagnie Des Indes,France,70.0,44.0,Vieux
Guadeloupe 16 Ans - Cask #GM21 - 1998 (Damoiseau),Compagnie Des Indes,France,70.0,43.0,Vieux
Guadeloupe 16 Ans - Cask #GM32 - 1998 (Damoiseau),Compagnie Des Indes,France,70.0,43.0,Vieux
Guadeloupe 16 Ans - Cask #CG1704 - 1998 (Damoiseau),Compagnie Des Indes,France,70.0,43.0,Vieux
Guadeloupe 16 Ans - Cask #CG91 - 1998 (Damoiseau),Compagnie Des Indes,France,70.0,43.0,Vieux
Guadeloupe 17 Ans - Cask #CG14 - 1998 (Damoiseau),Compagnie Des Indes,France,70.0,43.0,Vieux
Guadeloupe 20 Ans - Cask #PLG79 - 1998 (Pere Labat),Compagnie Des Indes,France,70.0,43.1,Vieux
Guatemala 9 Ans - Cask #GDS13 - 2007 (Darsa),Compagnie Des Indes,France,70.0,43.0,Vieux
Guatemala 9 Ans - Cask #GDS17 - 2007 (Darsa),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 8 Ans - Cask #GPW50 - 2010 (Diamond),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 8 Ans - Cask #GPW51 - 2010 (Diamond),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 8 Ans - Cask #GPW52 - 2010 (Diamond),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 10 Ans - Cask #MPM18 - 2005 (Diamond),Compagnie Des Indes,France,70.0,57.5,Vieux
Guyana 10 Ans - Cask #MPM75 - 2005 (Diamond) - Cask Strength,Compagnie Des Indes,France,70.0,58.0,Vieux
Guyana 10 Ans - Cask #GPMVB21 - 2008,Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 12 Ans - Cask #MSG16 - 2003 (Diamond),Compagnie Des Indes,France,70.0,45.0,Vieux
Guyana 12 Ans - Cask #MSG17 - 2003 (Diamond),Compagnie Des Indes,France,70.0,45.0,Vieux
Guyana 13 Ans - Cask #MPM63 - 2002 (Diamond),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 13 Ans - Cask #WPM35 - 2002 (Diamond),Compagnie Des Indes,France,70.0,58.0,Vieux
Guyana 13 Ans - Cask #WPM36 - 2002 (Diamond),Compagnie Des Indes,France,70.0,59.0,Vieux
Guyana 14 Ans - Cask #GDD40 - 2003 (Diamond),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 14 Ans - Cask #GDD45 - 2003 (Diamond),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 14 Ans - Cask #GDD46 - 2003 (Diamond),Compagnie Des Indes,France,70.0,43.0,Vieux
Guyana 21 Ans - Cask #GU4 - 1993 (Uitvlugt) - Cask Strength,Compagnie Des Indes,France,70.0,56.0,Vieux
Guyana 24 Ans - Cask #MEV04 - 1990 (Enmore) - Cask Strength,Compagnie Des Indes,France,70.0,58.1,Vieux
Guyana 27 Ans - Cask #MEC7 - 1988 (Enmore),Compagnie Des Indes,France,70.0,52.7,Vieux
Guyana 29 Ans - Cask #GEN2 - 1988 (Enmore) - Cask Strength,Compagnie Des Indes,France,70.0,48.0,Vieux
Haiti 11 Ans - Cask #BMH18 - 2004 (Barbancourt),Compagnie Des Indes,France,70.0,43.0,Vieux
Haiti 11 Ans - Cask #BMH32 - 2004 (Barbancourt) - Cask Strength,Compagnie Des Indes,France,70.0,59.4,Vieux
Indonesia 10 Ans - Cask #SB1 - 2004,Compagnie Des Indes,France,70.0,43.0,Vieux
Indonesia 10 Ans - Cask #SB2 - 2004,Compagnie Des Indes,France,70.0,43.0,Vieux
Indonesia 10 Ans - Cask #SB8 - 2004,Compagnie Des Indes,France,70.0,43.0,Vieux
Indonesia 10 Ans - Cask #SB22 - 2004,Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 5 Ans - Navy Strength,Compagnie Des Indes,France,70.0,57.0,Vieux
Jamaica 7 Ans - Cask #WP4 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 7 Ans - Cask #WP8 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 7 Ans - Cask #WP27 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,53.0,Vieux
Jamaica 7 Ans - Cask #WP31 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 7 Ans - Cask #WP42 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,53.0,Vieux
Jamaica 7 Ans - Cask #WP52 - 2007 (Worthy Park) - Cask Stength,Compagnie Des Indes,France,70.0,53.0,Vieux
Jamaica 8 Ans - Cask #SWP4 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,45.0,Vieux
Jamaica 8 Ans - Cask #WP22 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,54.9,Vieux
Jamaica 8 Ans - Cask #WP29 - 2007 (Worthy Park),Compagnie Des Indes,France,70.0,55.0,Vieux
Jamaica 9 Ans - Cask #JHJ2 - 2009 (Hampden),Compagnie Des Indes,France,70.0,44.0,Vieux
Jamaica 9 Ans - Cask #JHJ15 - 2009 (Hampden) - High Proof,Compagnie Des Indes,France,70.0,55.0,Vieux
Jamaica 9 Ans - Cask #JHJ20 - 2009 (Hampden),Compagnie Des Indes,France,70.0,44.0,Vieux
Jamaica 10 Ans - Cask #JBM13 - 2008 - Cask Strength,Compagnie Des Indes,France,70.0,57.9,Vieux
Jamaica 10 Ans - Cask #JBM47 - 2008,Compagnie Des Indes,France,70.0,44.0,Vieux
Jamaica 11 Ans - Cask #JCL25 - 2007 (Monymusk),Compagnie Des Indes,France,70.0,55.0,Vieux
Jamaica 11 Ans - Cask #JCL78 - 2007 (Monymusk),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 11 Ans - Cask #JCL79 - 2007 (Monymusk),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 11 Ans - Cask #JCL80 - 2007 (Monymusk),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 11 Ans - Cask #JWMP31 - 2007 (Bar 1802 Monte Cristo),Compagnie Des Indes,France,70.0,51.4,Vieux
Jamaica 12 Ans - Cask #JLP2 - 2003 (Long Pond),Compagnie Des Indes,France,70.0,44.0,Vieux
Jamaica 12 Ans - Cask #JLP3 - 2003 (Long Pond),Compagnie Des Indes,France,70.0,44.0,Vieux
Jamaica 12 Ans - Cask #JLP6 - 2003 (Long Pond),Compagnie Des Indes,France,70.0,44.0,Vieux
Jamaica 12 Ans - Cask #JNY17 - 2005 (New Yarmouth),Compagnie Des Indes,France,70.0,55.0,Vieux
Jamaica 12 Ans - Cask #JNY20 - 2005 (New Yarmouth),Compagnie Des Indes,France,70.0,55.0,Vieux
Jamaica 13 Ans - Cask #JNY15 - 2005 (New Yarmouth),Compagnie Des Indes,France,70.0,55.0,Vieux
Jamaica 14 Ans - Cask #HP98 - 2000 (Hampden) - Cask Strength,Compagnie Des Indes,France,70.0,58.0,Vieux
Jamaica 15 Ans - Cask #JH10 - 2000 (Hampden),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 15 Ans - Cask #JH46 - 2000 (Hampden),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 15 Ans - Cask #JH53 - 2000 (Hampden),Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 16 Ans - Cask #JHPF01 - 2000 (Hampden),Compagnie Des Indes,France,70.0,44.0,Vieux
Jamaica 24 Ans - Cask #JHPE3 - 1992 (Hampden) - Cask Strength,Compagnie Des Indes,France,70.0,59.8,Vieux
Jamaica 33 Ans (Hampden) - Carafe - Cask Strength,Compagnie Des Indes,France,70.0,54.1,Vieux
Kaiman,Compagnie Des Indes,France,70.0,46.0,Vieux
Latino 5 Ans - Finish Vosne-Romanee - Cask #VR1,Compagnie Des Indes,France,70.0,46.0,Vieux
Martinique 11 Ans - Cask #MAR10 - 2008 (Simon),Compagnie Des Indes,France,70.0,42.0,Vieux
Martinique 11 Ans - Cask #MAR11 - 2008 (Simon),Compagnie Des Indes,France,70.0,42.0,Vieux
Martinique 13 Ans - Cask #MA56 - 2002 (Dillon),Compagnie Des Indes,France,70.0,44.0,Vieux
Martinique 13 Ans - Cask #MA67 - 2002 (Dillon),Compagnie Des Indes,France,70.0,44.0,Vieux
Nicaragua 11 Ans - Cask #SN18 - 2004,Compagnie Des Indes,France,70.0,69.1,Vieux
Oktoberum,Compagnie Des Indes,France,70.0,46.0,Vieux
Panama 9 Ans - Cask #PSC8 - 2008 - Cask Strength,Compagnie Des Indes,France,70.0,60.9,Vieux
Panama 9 Ans - Cask #PSC77 - 2008,Compagnie Des Indes,France,70.0,43.0,Vieux
Panama 11 Ans - Cask #MRS255 - 2004 - Cask Strength,Compagnie Des Indes,France,70.0,60.0,Vieux
Tiki Fire Spiced Rum - 151 Proof (Persian Lime & Smooth Vanilla),Admiral Vernons Old J,Angleterre,70.0,75.5,Spiced
Panama 11 Ans - Cask #MRS263 - 2004,Compagnie Des Indes,France,70.0,44.0,Vieux
Panama 11 Ans - Cask #MRS322 - 2004,Compagnie Des Indes,France,70.0,44.0,Vieux
Panama 12 Ans - Cask #PMD43 - 2004,Compagnie Des Indes,France,70.0,61.5,Vieux
Panama 12 Ans - Cask #PMD83 - 2004,Compagnie Des Indes,France,70.0,45.0,Vieux
St. Lucia 13 Ans - Cask #SLD41 - 2002,Compagnie Des Indes,France,70.0,43.0,Vieux
St. Lucia 13 Ans - Cask #SLD46 - 2002 - Cask Strength,Compagnie Des Indes,France,70.0,56.3,Vieux
St. Lucia 13 Ans - Cask #SLD84 - 2002,Compagnie Des Indes,France,70.0,43.0,Vieux
Tricorne,Compagnie Des Indes,France,70.0,43.0,Vieux
Trinidad 13 Ans - Cask #TTD35 - 2005 (TDL),Compagnie Des Indes,France,70.0,45.0,Vieux
Trinidad 15 Ans - Cask #TTM15 - 2003 (TDL),Compagnie Des Indes,France,70.0,44.0,Vieux
Trinidad 15 Ans - Cask #TTM29 - 2003 (TDL),Compagnie Des Indes,France,70.0,44.0,Vieux
Trinidad 16 Ans - Cask #TT84 - 2000 (TDL) - Cask Strength,Compagnie Des Indes,France,70.0,63.6,Vieux
Trinidad 16 Ans - Cask #TT96 - 2000 (TDL),Compagnie Des Indes,France,70.0,63.0,Vieux
Trinidad 16 Ans - Cask #TLBF15 - 2003 (TDL),Compagnie Des Indes,France,70.0,63.5,Vieux
Trinidad 16 Ans - Cask #TLBF16 - 2003 (TDL),Compagnie Des Indes,France,70.0,63.5,Vieux
Trinidad 18 Ans - Cask #SC2 - 1996 (Caroni),Compagnie Des Indes,France,70.0,43.0,Vieux
Trinidad 18 Ans - Cask #SC3 - 1996 (Caroni),Compagnie Des Indes,France,70.0,43.0,Vieux
Trinidad 18 Ans - Cask #SCT9 - 1996 (Caroni) - Cask Strength,Compagnie Des Indes,France,70.0,61.0,Vieux
Trinidad 19 Ans - Cask #SC1 - 1996 (Caroni) - Cask Strength,Compagnie Des Indes,France,70.0,53.2,Vieux
Trinidad 20 Ans - Cask #TTCR14 - 1998 (Caroni),Compagnie Des Indes,France,70.0,59.8,Vieux
Trinidad 21 Ans - Cask #SC707 - 1994 (Caroni) - Cask Strength,Compagnie Des Indes,France,70.0,57.8,Vieux
Trinidad 22 Ans - Cask #TC4 - 1993 (Caroni),Compagnie Des Indes,France,70.0,48.0,Vieux
Trinidad 22 Ans - Cask #TC6 - 1993 (Caroni),Compagnie Des Indes,France,70.0,48.0,Vieux
Trinidad 23 Ans - Cask #TCC3 - 1993 (Caroni) - Cask Strength,Compagnie Des Indes,France,70.0,53.1,Vieux
Trinidad 24 Ans - Cask #SC803 - 1991 (Caroni) - Cask Strength,Compagnie Des Indes,France,70.0,56.3,Vieux
Trinidad 26 Ans - Cask #TP8 - 1991 (Caroni) - Cask Strength,Compagnie Des Indes,France,70.0,56.2,Vieux
Veneragua 13 Ans - Cask #SB4 - 2005,Compagnie Des Indes,France,70.0,45.0,Vieux
Venezuela 12 Ans - Cask #VCA1 - 2006,Compagnie Des Indes,France,70.0,43.0,Vieux
Venezuela 12 Ans - Cask #VCA3 - 2006,Compagnie Des Indes,France,70.0,43.0,Vieux
Venezuela 12 Ans - Cask #VCA4 - 2006,Compagnie Des Indes,France,70.0,43.0,Vieux
Venezuela 12 Ans - Cask #VCA5 - 2006 - Cask Strength,Compagnie Des Indes,France,70.0,58.0,Vieux
Venezuela 14 Ans - Cask #??? - 2005,Compagnie Des Indes,France,70.0,43.0,Vieux
Venezuela 14 Ans - Cask #VNT57 - 2005,Compagnie Des Indes,France,70.0,43.0,Vieux
Venezuela 14 Ans - Cask #VNT61 - 2005,Compagnie Des Indes,France,70.0,43.0,Vieux
West Indies 8 Ans,Compagnie Des Indes,France,70.0,40.0,Vieux
Bielle 2005-2012,Comptoir Des Caraïbes,France,70.0,50.0,Vieux
Bielle - Cuvee 2009 (Brut de Fût #101),La Confrerie du Rhum,France,70.0,52.3,Vieux
Bielle - Cuvee 2009 (Brut de Fût #106),La Confrerie du Rhum,France,70.0,52.6,Vieux
Bielle - Cuvee 2009 (Brut de Fût #107),La Confrerie du Rhum,France,70.0,52.1,Vieux
Cuvee n°1 - Barbados 2000 (West Indies),La Confrerie du Rhum,France,70.0,43.0,Vieux
Cuvee n°2 - Guadeloupe 1998 (Damoiseau),La Confrerie du Rhum,France,70.0,42.0,Vieux
Fleur de Canne (Vieux) - Edition Speciale La Confrerie du Rhum,La Confrerie du Rhum,France,70.0,42.0,Vieux
Arturo Makasare 2001-2016 (Edición Limitada),Corman Collins Rhums,Belgique,70.0,44.0,Vieux
Arturo Makasare 23 Años,Corman Collins Rhums,Belgique,70.0,44.0,Vieux
Arturo Makasare Finca Maroma,Corman Collins Rhums,Belgique,70.0,40.0,Vieux
Rumbastic - 12 Years (Travellers),A Dream of Scotland,Belize,70.0,60.6,Vieux
"Bellevue 1998 """"Flamme dOr"""" 14 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Caroni 1999 """"Master Selection"""" 15 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Caroni 1999 """"Premium Cask"""" 16 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Caroni 1999 """"Old Reserve"""" 18 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Caroni 1999 """"XO"""" 20 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,47.0,Vieux
"Chichigalpa 1995 """"Tres Vieux"""" 15 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Enmore 1990 """"Empereur"""" 28 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Foursquare 2000 """"Millenium Reserve"""" 6 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Foursquare 2007 """"Old Selection"""" 10 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Foursquare 2007 """"Old Reserve"""" 12 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,46.6,Vieux
"Galion 2002 """"Grande Reserve"""" 8 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Hampden 1998 """"Golden Barrel"""" 16 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Hampden 1998 """"XO"""" 20 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Licorera 1998 """"Special Reserve"""" 8 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
Arturo Makasare La Paquita,Corman Collins Rhums,Belgique,70.0,40.0,Vieux
Arturo Makasare Trinidad 1997-2017 (Caroni),Corman Collins Rhums,Belgique,70.0,49.1,Vieux
Dame Jeanne Collection 42°,Corman Collins Rhums,Belgique,70.0,42.0,Blanc
Dame Jeanne Collection 44°,Corman Collins Rhums,Belgique,70.0,44.0,Blanc
Hampden 1983-2019,Corman Collins Rhums,Belgique,70.0,55.3,Vieux
Hampden 2001-2017,Corman Collins Rhums,Belgique,70.0,60.4,Vieux
Navy Full Strength,Corman Collins Rhums,Belgique,70.0,52.3,Vieux
Navy Light Strength,Corman Collins Rhums,Belgique,70.0,42.8,Vieux
Panama 13 (2004),Corman Collins Rhums,Belgique,70.0,60.2,Vieux
Rhum J. Bally 18,Corman Collins Rhums,Belgique,70.0,56.8,Vieux
Trois Rivieres Cuvee Bele - Cask #22-4,Corman Collins Rhums,Belgique,70.0,52.3,Vieux
Caroni 17 Years - Barrel #2944,Creative Whisky Company,Ecosse,70.0,50.0,Vieux
"Sinob Caroni 1997 (Full Proof, Cask #73)",Creative Whisky Company,Ecosse,70.0,57.9,Vieux
The James Dinnen Series - Caroni 1999,Creative Whisky Company,Ecosse,70.0,50.0,Vieux
Rhum Savanna Grand Arôme - Monopole,Dumons GM & Co.,Reunion,70.0,43.0,Vieux
Barbados 1986-2012 (Cask #16) - West Indies,Duncan Taylor,Ecosse,70.0,52.7,Vieux
Barbados 2000-2012 (Cask #12) - Mount Gay,Duncan Taylor,Ecosse,70.0,53.7,Vieux
Barbados 2000-2016 (Cask #16) - West Indies,Duncan Taylor,Ecosse,70.0,52.0,Vieux
Brazil 1999-2016 (Cask #3) - Epris,Duncan Taylor,Ecosse,70.0,47.5,Vieux
Carribean Rum - Batch 1996,Duncan Taylor,Ecosse,70.0,46.0,Vieux
"Long Pond 1992 """"Imperial"""" 15 Years (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
Carribean Rum - Batch 2001,Duncan Taylor,Ecosse,70.0,46.0,Vieux
Cuba 1998-2012 (Cask #78) - Sancti Spiritus,Duncan Taylor,Ecosse,70.0,53.2,Vieux
Fiji 2003-2013 (Cask #18) - South Pacific,Duncan Taylor,Ecosse,70.0,54.8,Vieux
Guadeloupe 1998-2012 (Cask #4) - Damoiseau,Duncan Taylor,Ecosse,70.0,52.3,Vieux
Guadeloupe 1998-2017 (Cask #33) - Damoiseau,Duncan Taylor,Ecosse,70.0,52.8,Vieux
Guadeloupe 1998-2014 (Cask #88) - Damoiseau,Duncan Taylor,Ecosse,70.0,51.4,Vieux
Guadeloupe 1998-2016 (Cask #94) - Damoiseau,Duncan Taylor,Ecosse,70.0,52.2,Vieux
Guatemala 2007-2016 (Cask #8) - Darsa,Duncan Taylor,Ecosse,70.0,52.4,Vieux
Guyana 1985-2012 (Cask #64) - Enmore,Duncan Taylor,Ecosse,70.0,52.5,Vieux
Guyana 1989-2012 (Cask #5) - Uitvlugt,Duncan Taylor,Ecosse,70.0,54.9,Vieux
Guyana 1997-2015 (Cask #11) - Uitvlugt,Duncan Taylor,Ecosse,70.0,52.8,Vieux
Guyana 1998-2014 (Cask #35) - Uitvlugt,Duncan Taylor,Ecosse,70.0,52.7,Vieux
Guyana 2002-2015 (Cask #131) - Diamond,Duncan Taylor,Ecosse,70.0,53.4,Vieux
Guyana 2003-2013 (Cask #72) - Diamond,Duncan Taylor,Ecosse,70.0,54.4,Vieux
Guyana 2003-2014 (Cask #71) - Diamond,Duncan Taylor,Ecosse,70.0,56.7,Vieux
Haiti 2004-2017 (Cask #59) - Barbancourt,Duncan Taylor,Ecosse,70.0,54.4,Vieux
Jamaica 1990-2012 (Cask #10) - Hampden,Duncan Taylor,Ecosse,70.0,52.9,Vieux
Jamaica 1997-2012 (Cask #3) - Monymusk,Duncan Taylor,Ecosse,70.0,53.4,Vieux
Jamaica 2000-2012 (Cask #122) - Hampden,Duncan Taylor,Ecosse,70.0,53.1,Vieux
Jamaica 2000-2014 (Cask #6) - Long Pond,Duncan Taylor,Ecosse,70.0,54.6,Vieux
Jamaica 2000-2014 (Cask #34) - Hampden,Duncan Taylor,Ecosse,70.0,53.3,Vieux
Jamaica 2000-2014 (Cask #50) - Hampden,Duncan Taylor,Ecosse,70.0,52.7,Vieux
Jamaica 2000-2016 (Cask #65) - Long Pond,Duncan Taylor,Ecosse,70.0,51.9,Vieux
Jamaica 2000-2017 (Cask #17) - Long Pond,Duncan Taylor,Ecosse,70.0,54.1,Vieux
Jamaica 2003-2014 (Cask #18) - Monymusk,Duncan Taylor,Ecosse,70.0,53.5,Vieux
Jamaica 2003-2016 (Cask #2) - Monymusk,Duncan Taylor,Ecosse,70.0,52.1,Vieux
Nicaragua 2004-2017 (Cask #9),Duncan Taylor,Ecosse,70.0,55.4,Vieux
Panama 1995-2012 (Cask #4) - Don Jose,Duncan Taylor,Ecosse,70.0,54.4,Vieux
St-Lucia 2002-2013 (Cask #5),Duncan Taylor,Ecosse,70.0,52.6,Vieux
St-Lucia 2002-2014 (Cask #6),Duncan Taylor,Ecosse,70.0,54.2,Vieux
N°6 - Guyana 23 Ans (Uitvlugt),EKTE,Danemark,70.0,57.7,Vieux
Pungent & Geeky (PG),EKTE,Danemark,70.0,47.0,Vieux
Spiced & Rich (SR),EKTE,Danemark,70.0,43.0,Spiced
Barbancourt 2004 (Cask #BB 86),LEsprit,France,70.0,46.0,Vieux
Barbancourt 2004 (Cask #BB 86) Cask Strength,LEsprit,France,70.0,66.2,Vieux
Bellevue 1998 (Cask #3),LEsprit,France,70.0,46.0,Vieux
Bellevue 1998 (Cask #3) Cask Strength,LEsprit,France,70.0,58.0,Vieux
Bellevue 1998 (Cask #BB 44),LEsprit,France,70.0,46.0,Vieux
Bellevue 1998 (Cask #BB 44) Cask Strength,LEsprit,France,70.0,57.5,Vieux
Beenleigh - Still Strength,LEsprit,France,70.0,78.1,Vieux
Black Rock 2000 (Cask #2) - West Indies,LEsprit,France,70.0,46.0,Vieux
Black Rock 2000 (Cask #2) - West Indies - Cask Strength,LEsprit,France,70.0,57.7,Vieux
"Black Rock 82,3° (West Indies)",LEsprit,France,70.0,82.3,Vieux
Caroni 1996 (Cask #BB 4),LEsprit,France,70.0,64.3,Vieux
Chichigalpa 2002 (Cask #BB 5),LEsprit,France,70.0,46.0,Vieux
Chichigalpa 2002 (Cask #BB 5) - Cask Strength,LEsprit,France,70.0,63.1,Vieux
Diamond MPM 85° (Cuvee Edgar Second Edition),LEsprit,France,70.0,85.0,Vieux
Diamond 2003 (Cask #58),LEsprit,France,70.0,46.0,Vieux
Diamond 2005 (Cask #BB 114) - Cask Strength,LEsprit,France,70.0,71.4,Vieux
Don Jose 2000 (Cask #2),LEsprit,France,70.0,46.0,Vieux
Don Jose 2000 (Cask #2) - Cask Strength,LEsprit,France,70.0,57.8,Vieux
A Panama Distillery 2004 (Cask #BB 71) - Cask Strength,LEsprit,France,70.0,62.6,Vieux
Epris 1999 (Cask #52),LEsprit,France,70.0,47.7,Vieux
Foursquare 2002 (Cask #BB 15) - Cask Strength,LEsprit,France,70.0,56.4,Vieux
Foursquare 2007 (Cask #BB 10) - Cask Strength,LEsprit,France,70.0,65.3,Vieux
La Favorite - Cuvee Ernest First Edition (V&B),LEsprit,France,70.0,73.0,Vieux
Monymusk 2007 (Cask #BB 11) - Cask Strength,LEsprit,France,70.0,67.0,Vieux
"Port Mourant Blanc 84,7°",LEsprit,France,70.0,84.7,Blanc
Port Mourant 2005 (Cask #BB 20 B) - Cask Strength,LEsprit,France,70.0,59.9,Vieux
"Long Pond 1992 """"Imperial"""" 18 Years (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
Port Mourant 2005 (Cask #BB 22) - Cask Strength,LEsprit,France,70.0,60.0,Vieux
